¿Cuál es su sexo?;¿Cuál es su año de nacimiento?;Edad;¿Cuál es su Nacionalidad?;"Ha seleccionado ""Otra"", por favor, indíquela:";Código Postal;¿Cuál es su nivel de estudios alcanzados?;Situación profesional:;"Ha seleccionado ""Otra situación"", por favor, especifique:";¿Con qué frecuencia visita la estación de esquí y montaña de Sierra Nevada en invierno?;¿Con qué frecuencia visita  la estación en conjunto? (Invierno y Verano);¿Qué opinión tiene de las actividades ofertadas?;Servicio de venta de forfaits;Servicio de atención al cliente;Colas en el Centro de Atención al Usuario (Atención al cliente y Taquillas);Colas en el acceso a los remontes;Preparación de las pistas;Número y variedad de pistas;Áreas recreativas y lúdicas para no esquiadores;Snowpark;Servicio de aparcamiento de pago (parking);Accesos por carretera a la estación de esqui, snowboard y montaña de Sierra Nevada;Movilidad en la urbanización;Mantenimiento y limpieza de la urbanización;¿Qué probabilidades hay de que recomiende Sierra Nevada a un amigo o compañero?;Created;Updated
Masculino;1996;28;Española;;28002;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;7;5;8;7;5;10;1;8;6;5;9;9/1/2024 19:22;9/1/2024 19:22
Masculino;1991;33;Española;;30004;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;5;5;0;5;5;5;5;5;5;0;5;0;5;6/1/2024 14:12;6/1/2024 14:12
Masculino;1996;28;Española;;41500;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;7;5;5;3;0;8;5;5;4;4;6;7;8;8/1/2024 17:29;8/1/2024 17:29
Masculino;1992;32;Española;;3204;Grado / Licenciado / Doctorado;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;6;7;10;7;6;8;8;10;5;10;7;8/1/2024 17:28;8/1/2024 17:28
Masculino;1980;44;Española;;29603;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;8;5;8;8;7;9;6;7;6;6;8;8/1/2024 17:28;8/1/2024 17:28
Femenino;1996;28;Española;;14800;Grado / Licenciado / Doctorado;Estudia;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;3;1;1;6;8;5;5;4;5;5;6;9;9/1/2024 19:14;9/1/2024 19:14
Masculino;1974;50;Española;;41701;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;6;4;6;7;3;6;1;3;6;6;7;8/1/2024 17:28;8/1/2024 17:28
Masculino;2001;22;Española;;29738;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;6;6;6;7;8;6;4;6;6;6;5;31/12/2023 10:59;31/12/2023 10:59
Femenino;1995;29;Española;;30740;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;7;5;7;8;5;5;5;6;5;9;9;9/1/2024 19:09;9/1/2024 19:09
Masculino;1972;52;Española;;23008;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;7;1;10;10;6;7;4;8;4;6;7;8/1/2024 17:24;8/1/2024 17:24
Masculino;1994;30;Española;;41300;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;5;3;6;10;5;5;6;7;8;7;9;9/1/2024 19:08;9/1/2024 19:08
Masculino;2003;21;Española;;29620;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;7;9;8;8;8;7;7;7;8;10;8;7;9;9/1/2024 17:58;9/1/2024 17:58
Femenino;1967;57;Española;;18500;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;3;7;4;5;9;9;5;6;1;2;7;6;7;8/1/2024 17:23;8/1/2024 17:23
Masculino;1977;47;Española;;18680;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;2;7;8;6;8;7;8;5;7;8;8/1/2024 17:22;8/1/2024 17:22
Masculino;1977;47;Española;;41218;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;8;9;9;7;8;7;8;8;9;9;9/1/2024 16:43;9/1/2024 16:43
Masculino;1977;46;Española;;3760;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;5;7;4;2;6;3;5;9;1;6;6;0;5;25/12/2023 12:50;25/12/2023 12:50
Masculino;1998;26;Española;;30006;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;5;5;7;7;6;7;8;6;6;6;9;9/1/2024 16:42;9/1/2024 16:42
Femenino;1983;41;Española;;30613;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;6;4;8;7;6;0;8;8;6;8;8;8/1/2024 17:19;8/1/2024 17:19
Masculino;1999;25;Española;;41950;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;7;6;4;7;7;8;7;5;8;7;8;9;9/1/2024 15:49;9/1/2024 15:49
Masculino;2003;21;Española;;52001;Grado / Licenciado / Doctorado;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;8;7;0;0;9;9;8;5;9;0;5;0;9;9/1/2024 15:49;9/1/2024 15:49
Masculino;1978;45;Española;;29620;EGB / Primaria / ESO / FP Medio;Trabaja;;Más de 25 días al año;Más de 25 días al año;Muchas actividades, la oferta es abundante.;7;7;8;7;6;8;7;6;8;8;8;8;5;23/12/2023 15:12;23/12/2023 15:12
Femenino;1981;43;Española;;28080;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;3;5;4;9;9;8;8;7;8;6;6;8;8/1/2024 17:16;8/1/2024 17:16
Masculino;2005;19;Española;;23008;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;8;8;0;9;9;8;8;8;8;0;8;0;9;9/1/2024 15:30;9/1/2024 15:30
Masculino;1996;28;Española;;41500;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;7;8;8;8;8;8;3;8;6;8;8;8/1/2024 17:16;8/1/2024 17:16
Femenino;1993;31;Española;;23740;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;6;7;9;0;0;8;8;8;8;9;9/1/2024 15:25;9/1/2024 15:25
Masculino;1979;45;Española;;29730;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;10;6;6;9;10;5;5;6;6;7;8;8;8/1/2024 17:13;8/1/2024 17:13
Masculino;1990;34;Española;;41008;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;5;3;4;5;5;1;1;3;3;8;9;9/1/2024 15:18;9/1/2024 15:18
Masculino;1977;46;Otra;Marruecos;;EGB / Primaria / ESO / FP Medio;Trabaja;;;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;7;7;8;8;7;8;8;7;7;8;5;23/12/2023 14:53;23/12/2023 14:53
Femenino;1979;45;Española;;41012;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;6;4;7;3;5;8;3;7;6;9;9;9/1/2024 15:15;9/1/2024 15:15
Masculino;1977;47;Española;;18680;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;6;1;8;7;8;8;7;8;4;6;8;8/1/2024 17:09;8/1/2024 17:09
Femenino;1985;38;Española;;3190;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;0;0;0;5;0;1;4;5;5;5;23/12/2023 10:48;23/12/2023 10:48
Masculino;1969;54;Española;;4740;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;8;7;1;0;0;0;6;0;7;7;1;1;5;20/12/2023 10:38;20/12/2023 10:38
Femenino;1984;40;Española;;23120;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;8;8;9;8;0;9;7;10;4;8;8;8/1/2024 17:05;8/1/2024 17:05
Masculino;1993;31;Española;;41400;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;3;3;6;8;4;5;3;4;4;4;4;13/1/2024 01:23;13/1/2024 01:23
Masculino;1993;31;Española;;41400;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;3;3;6;8;4;5;3;4;4;4;4;13/1/2024 01:22;13/1/2024 01:22
Masculino;1977;47;Española;;18680;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;6;2;7;7;8;8;7;8;6;6;8;8/1/2024 17:04;8/1/2024 17:04
Masculino;1993;31;Española;;41400;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;3;3;6;8;4;5;3;4;4;4;4;13/1/2024 01:22;13/1/2024 01:22
Masculino;1974;50;Española;;11631;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;10;4;0;7;9;10;7;10;9;0;5;0;8;8/1/2024 17:03;8/1/2024 17:03
Masculino;1975;49;Española;;3003;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;5;9;5;7;0;5;0;5;0;8;8/1/2024 17:01;8/1/2024 17:01
Masculino;1993;31;Española;;41400;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;3;3;6;8;4;5;3;4;4;4;4;13/1/2024 01:19;13/1/2024 01:19
Masculino;1965;59;Española;;29620;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;8;7;6;10;10;9;5;4;7;8;8;9;9/1/2024 15:06;9/1/2024 15:06
Masculino;1985;39;Española;;11405;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;3;9;9;6;9;4;6;6;6;9;9/1/2024 14:56;9/1/2024 14:56
Femenino;1978;46;Española;;18650;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;7;7;7;7;7;7;2;6;2;4;7;8/1/2024 16:57;8/1/2024 16:57
Femenino;1993;31;Española;;30009;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;1;3;2;5;5;5;7;7;6;4;13/1/2024 00:55;13/1/2024 00:55
Masculino;1997;27;Española;;4006;Grado / Licenciado / Doctorado;Desempleado;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;4;4;0;7;4;4;6;6;6;0;4;0;4;12/1/2024 23:31;12/1/2024 23:31
Masculino;2013;11;Española;;18680;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;6;2;8;7;7;8;7;8;6;6;8;8/1/2024 16:55;8/1/2024 16:55
Masculino;1971;53;Española;;41089;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;5;6;7;7;6;6;3;6;6;7;7;8/1/2024 16:54;8/1/2024 16:54
Masculino;1994;30;Española;;30850;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;0;0;0;0;6;0;6;0;6;0;9;9/1/2024 14:18;9/1/2024 14:18
Masculino;1989;35;Española;;41007;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;9;6;5;6;6;7;8;4;6;6;9;9;9/1/2024 14:16;9/1/2024 14:16
Masculino;2013;11;Española;;18680;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;6;2;7;8;8;8;8;8;6;7;8;8/1/2024 16:49;8/1/2024 16:49
Masculino;1977;47;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;2;1;8;9;6;7;6;7;2;7;8;8/1/2024 16:47;8/1/2024 16:47
Masculino;2005;19;Española;;23008;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;8;8;0;9;9;8;8;8;8;0;8;0;9;9/1/2024 14:10;9/1/2024 14:10
Femenino;1993;31;Española;;18194;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;1;0;0;8;6;1;8;1;1;4;12/1/2024 21:59;12/1/2024 21:59
Femenino;1996;28;Española;;29004;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;7;7;8;8;7;6;8;7;9;9;9/1/2024 13:52;9/1/2024 13:52
Femenino;1960;64;Española;;28521;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;6;7;8;9;6;7;7;7;5;8;9;9/1/2024 13:51;9/1/2024 13:51
Femenino;1991;33;Española;;21440;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;8;8;6;4;8;8;3;7;5;7;7;8;9;9/1/2024 13:42;9/1/2024 13:42
Femenino;1979;45;Española;;41310;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;7;6;8;9;6;6;7;7;5;8;9;9/1/2024 13:10;9/1/2024 13:10
Femenino;1991;33;Otra;Italiana;;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;0;9;8;9;9;0;9;0;9;0;9;9/1/2024 13:09;9/1/2024 13:09
Masculino;1989;35;Española;;21720;EGB / Primaria / ESO / FP Medio;Desempleado;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;8;10;0;3;8;8;5;7;9;9;2;5;9;9/1/2024 12:36;9/1/2024 12:36
Masculino;2009;15;Española;;18680;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;8;5;2;8;8;6;8;6;7;7;6;8;8/1/2024 16:43;8/1/2024 16:43
Femenino;1992;32;Española;;18110;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;6;0;0;0;7;0;7;7;8;8;4;12/1/2024 21:54;12/1/2024 21:54
Femenino;1990;34;Española;;41008;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;6;6;8;7;5;6;7;7;5;7;9;9/1/2024 12:28;9/1/2024 12:28
Femenino;1996;28;Española;;11360;Bachiller/ FP Superior;Desempleado;;;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;8;6;3;2;6;8;8;8;4;5;5;6;9;9/1/2024 12:26;9/1/2024 12:26
Masculino;1973;51;Española;;41807;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;7;7;9;9;8;9;7;7;7;9;9;9/1/2024 12:22;9/1/2024 12:22
Femenino;1996;28;Española;;41013;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;8;8;8;8;8;7;7;8;8;9;9/1/2024 12:15;9/1/2024 12:15
Masculino;1996;28;Española;;3440;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;4;3;7;8;8;7;10;0;3;9;2;5;9;9/1/2024 11:59;9/1/2024 11:59
Femenino;1986;38;Española;;3181;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;7;7;7;7;7;7;7;7;7;7;8/1/2024 16:36;8/1/2024 16:36
Masculino;1992;32;Española;;21720;EGB / Primaria / ESO / FP Medio;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;10;10;5;4;8;5;7;3;1;8;8;7;9;9/1/2024 11:49;9/1/2024 11:49
Masculino;2001;23;Española;;41930;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;7;9;0;8;9;7;8;8;7;0;9;0;9;9/1/2024 10:48;9/1/2024 10:48
Masculino;2009;15;Española;;1860;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;5;5;2;8;6;7;8;7;8;6;6;8;8/1/2024 16:34;8/1/2024 16:34
Femenino;2005;19;Española;;30800;Bachiller/ FP Superior;Estudia;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;2;7;4;0;0;0;5;0;2;3;1;1;4;12/1/2024 20:21;12/1/2024 20:21
Femenino;1999;25;Española;;35001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;8;5;7;8;5;7;7;9;9;9;9;9/1/2024 10:36;9/1/2024 10:36
Femenino;1978;46;Española;;41001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;3;4;3;1;6;2;5;6;3;8;3;3;4;12/1/2024 07:09;12/1/2024 07:09
Masculino;1983;41;Española;;30613;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;8;5;4;7;8;6;8;8;8;6;6;7;8/1/2024 16:32;8/1/2024 16:32
Femenino;1986;38;Española;;30140;Grado / Licenciado / Doctorado;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;4;4;4;8;7;7;7;5;7;3;4;7;8/1/2024 16:32;8/1/2024 16:32
Masculino;1990;34;Española;;3181;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;6;3;4;7;7;7;4;7;7;7;7;8/1/2024 16:32;8/1/2024 16:32
Femenino;1988;36;Española;;30506;Grado / Licenciado / Doctorado;Estudia;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;3;2;4;6;6;5;6;6;7;7;7;8/1/2024 16:31;8/1/2024 16:31
Masculino;1974;50;Española;;28830;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;9;7;9;9;8;8;7;8;7;8;9;9/1/2024 10:25;9/1/2024 10:25
Masculino;2004;20;Española;;3310;Grado / Licenciado / Doctorado;Estudia;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;1;6;5;7;9;6;6;5;4;7;9;9/1/2024 10:08;9/1/2024 10:08
Femenino;1991;33;Española;;30400;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;9;5;2;7;8;8;0;8;6;9;9;9;9/1/2024 10:06;9/1/2024 10:06
Femenino;1977;47;Española;;18680;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;7;6;3;2;8;8;7;8;7;9;7;7;8;8/1/2024 16:29;8/1/2024 16:29
Femenino;1996;27;Española;;18014;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Muy pocas actividades, es reducida la oferta.;7;5;3;4;9;9;4;3;7;9;3;3;4;20/12/2023 10:32;20/12/2023 10:32
Masculino;1988;36;Española;;11100;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;7;8;8;8;8;7;8;8;8;9;9/1/2024 09:44;9/1/2024 09:44
Masculino;2004;20;Española;;29670;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;7;5;8;6;6;5;1;7;7;5;5;4;11/1/2024 14:59;11/1/2024 14:59
Masculino;1993;31;Española;;29004;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;6;7;8;7;7;7;7;6;6;0;9;9/1/2024 09:43;9/1/2024 09:43
Masculino;1996;28;Española;;11160;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;8;9;9;8;9;9;10;8;8;7;8;9;9/1/2024 09:35;9/1/2024 09:35
Femenino;1986;38;Española;;4700;Grado / Licenciado / Doctorado;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;5;5;7;4;4;7;6;7;7;7;9;9/1/2024 09:35;9/1/2024 09:35
Masculino;1970;54;Española;;41300;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;2;1;10;8;6;5;2;4;1;1;4;11/1/2024 13:00;11/1/2024 13:00
Masculino;1979;45;Española;;41928;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;7;7;7;7;7;7;7;7;7;7;8/1/2024 16:26;8/1/2024 16:26
Masculino;1997;27;Española;;11160;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;3;2;8;8;8;5;1;8;8;8;9;9/1/2024 09:34;9/1/2024 09:34
Masculino;1984;40;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;7;3;9;2;3;5;3;7;4;6;4;11/1/2024 11:49;11/1/2024 11:49
Femenino;1993;31;Española;;41410;EGB / Primaria / ESO / FP Medio;Estudia;;;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;5;3;3;4;6;6;4;5;2;6;1;2;7;8/1/2024 16:25;8/1/2024 16:25
Masculino;1984;40;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;7;3;9;2;3;5;3;7;4;6;4;11/1/2024 11:48;11/1/2024 11:48
Masculino;1982;42;Española;;41001;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;8;0;0;0;0;7;0;9;0;9;0;9;9/1/2024 09:26;9/1/2024 09:26
Masculino;1979;45;Española;;29640;Grado / Licenciado / Doctorado;Trabaja;;;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;5;6;7;4;5;5;4;6;8;5;7;8/1/2024 16:23;8/1/2024 16:23
Femenino;1980;44;Española;;18005;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;6;5;7;8;8;8;6;7;7;7;9;9/1/2024 08:28;9/1/2024 08:28
Femenino;1977;47;Española;;18680;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;6;6;3;9;7;4;8;5;8;6;6;8;8/1/2024 16:22;8/1/2024 16:22
Masculino;1977;47;Española;;41900;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;8;9;8;8;9;5;7;6;8;9;9/1/2024 08:20;9/1/2024 08:20
Masculino;1982;42;Española;;28020;Bachiller/ FP Superior;Trabaja;;;Entre 15 y 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;2;1;6;10;9;6;6;5;8;5;1;8;8/1/2024 16:21;8/1/2024 16:21
Masculino;1993;31;Española;;41011;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;5;1;7;8;5;5;1;2;2;5;7;8/1/2024 16:21;8/1/2024 16:21
Masculino;1989;35;Española;;41001;Sin estudios o inacabada primaria;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;1;3;0;7;6;5;6;5;6;0;6;0;4;11/1/2024 01:27;11/1/2024 01:27
Masculino;1985;39;Española;;21459;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;7;5;6;7;6;0;3;8;5;7;7;8/1/2024 16:21;8/1/2024 16:21
Masculino;1981;43;Española;;41340;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;6;7;8;7;7;6;7;8;5;4;6;7;7;8/1/2024 16:20;8/1/2024 16:20
